throttle control on!
PID Controller Initialised
0.302769 0.00260938 2.80355
PID Controller Initialised
1.25 0 0.05
Listening to port 4567
Connected!!!
0.7598|-1|0|0.01226|0
0.7598|-0.234009|0|0.05025|0.876
0.7598|-0.235992|-24.5637|0.05025|2.19
0.7598|-0.237974|-5.4139|0.05025|2.628
0.7598|-0.239957|-5.4635|0.05025|3.504
0.7598|-0.24194|-5.513|0.05025|4.38
0.7598|-0.243922|-5.5626|0.05025|4.818
0.7598|-0.245905|-5.6122|0.05025|5.694
0.7599|-0.248198|-5.6617|0.05012|6.57
0.7598|-0.24959|-5.7113|0.050255|4.8659
0.7598|-0.251853|-5.7686|0.05025|1.6736
0.7597|-0.253525|-5.8034|0.05038|0.5429
0.7597|-0.255787|-5.86|0.050375|1.7267
0.7596|-0.257459|-5.9018|0.050505|1.515
0.7595|-0.25941|-5.9583|0.05063|0.6713
0.7593|-0.261051|-6.0001|0.050885|0.1724
0.7591|-0.262971|-6.0489|0.051135|0.2764
0.7589|-0.264891|-6.0899|0.051385|0.297
0.7588|-0.267121|-6.1379|0.051505|0.1625
0.7585|-0.268448|-6.1859|0.05189|0.1594
0.7582|-0.270336|-6.2417|0.052265|0.1695
0.7579|-0.272223|-6.2749|0.05264|0.1759
0.7575|-0.273798|-6.3221|0.053145|0.1984
0.7571|-0.275652|-6.3692|0.053645|0.1944
0.7568|-0.277817|-6.4086|0.054015|0.2224
0.7562|-0.278767|-6.455|0.05478|0.2605
0.7556|-0.280557|-6.5091|0.05553|0.2718
0.7551|-0.282656|-6.5328|0.05615|0.2489
0.7544|-0.283852|-6.5776|0.057035|0.2814
0.7537|-0.285607|-6.6301|0.05791|0.3539
0.7529|-0.287049|-6.66|0.058915|0.3761
0.7518|-0.287837|-6.7038|0.060305|0.3877
0.7509|-0.290084|-6.7399|0.06142|0.42
0.7499|-0.291458|-6.7596|0.062675|0.4713
0.7492|-0.294042|-6.8158|0.063535|0.4727
0.7481|-0.29454|-6.8501|0.06493|0.5262
0.7469|-0.295845|-6.9147|0.066435|0.5265
0.7456|-0.297116|-6.9272|0.068065|0.5844
0.7442|-0.298354|-6.9598|0.06982|0.5965
0.7427|-0.299558|-6.9916|0.0717|0.6333
0.7416|-0.302281|-7.0225|0.073055|0.6789
0.7399|-0.302015|-7.0526|0.07521|0.7195
0.7388|-0.305292|-7.1207|0.076555|0.7113
0.737|-0.304708|-7.114|0.07884|0.7383
0.735|-0.305459|-7.196|0.08135|0.7686
0.7329|-0.306455|-7.1814|0.08398|0.8634
0.7314|-0.309592|-7.2001|0.085825|0.8789
0.729|-0.308244|-7.2251|0.08887|0.9599
0.7273|-0.31159|-7.3035|0.09096|0.9632
0.7238|-0.307372|-7.2698|0.095425|1.0267
0.7207|-0.309436|-7.3534|0.09928|1.1368
0.7142|-0.299799|-7.248|0.107575|1.2217
0.7106|-0.308694|-7.2996|0.11193|1.2971
0.7068|-0.308827|-7.0587|0.11669|1.3617
0.7041|-0.312931|-7.281|0.12001|1.4035
0.6997|-0.308658|-7.2843|0.125595|1.4993
0.6952|-0.30883|-7.3869|0.131225|1.5429
0.6903|-0.308026|-7.2801|0.13737|1.6364
0.685|-0.307087|-7.2844|0.144015|1.7123
0.6795|-0.306634|-7.2643|0.1509|1.7949
0.6714|-0.298645|-7.2408|0.161155|1.9009
0.6481|-0.250667|-7.2295|0.19104|2.2194
0.6429|-0.301515|-7.0298|0.196635|2.2917
0.635|-0.29321|-5.8303|0.206645|2.4309
0.6231|-0.280019|-7.1015|0.22172|2.5981
0.6133|-0.28454|-6.8939|0.233865|2.7463
0.5993|-0.27009|-6.5641|0.251575|2.9409
0.5839|-0.263026|-6.6772|0.270895|3.1415
0.5713|-0.268551|-6.3159|0.286505|3.3205
0.5533|-0.249406|-6.1393|0.309275|3.5561
0.5386|-0.255613|-6.2775|0.327485|3.749
0.5175|-0.232632|-5.7988|0.35418|4.0187
0.5002|-0.239353|-5.954|0.375615|4.227
0.4756|-0.21268|-5.3795|0.40673|4.5359
0.4554|-0.220088|-5.5475|0.43176|4.78
0.4265|-0.18806|-4.8807|0.46832|5.1343
0.3947|-0.171331|-5.0659|0.508215|5.5091
0.3691|-0.181925|-4.2652|0.539905|5.815
0.3327|-0.141494|-3.8469|0.585945|6.2584
0.3029|-0.151766|-4.1118|0.622865|6.6106
0.2635|-0.11361|-3.101|0.672595|7.1222
0.2384|-0.146723|-3.3578|0.703255|7.5289
0.2293|-0.189423|-2.4039|0.71383|7.8216
0.1824|-0.0697253|-3.2318|0.774345|8.4356
0.1401|-0.0701801|-4.2993|0.82699|8.899
0.0906|-0.0352439|-1.3068|0.889225|9.5706
0.0339|0.00202025|-1.3182|0.96046|10.4679
-0.0131|-0.0109099|-0.4448|0.981275|11.2367
-0.0489|-0.0313429|0.4868|0.937085|12.0047
-0.098|0.021066|0.1636|0.875045|12.6146
-0.1376|0.00678098|-0.3472|0.82602|13.2468
-0.1913|0.0630689|0.963|0.75819|13.7792
-0.2461|0.0833867|0.6059|0.689635|14.6631
-0.2861|0.0547515|2.0131|0.640375|15.2656
-0.3235|0.0596299|2.521|0.593755|15.5043
-0.3712|0.103917|1.8051|0.533615|16.0057
-0.4165|0.111991|1.9271|0.47711|16.4671
-0.447|0.0808992|3.0343|0.439725|16.8625
-0.4734|0.0786331|3.2361|0.40693|17.0373
-0.5038|0.100366|2.4588|0.36873|17.3349
-0.5294|0.0960413|2.4022|0.33697|17.5962
-0.5485|0.0850323|2.9455|0.31342|17.8109
-0.5581|0.0627615|2.8374|0.301895|17.9875
-0.5654|0.0599989|2.5621|0.292885|18.1459
-0.5677|0.0481589|2.0054|0.29026|18.2915
-0.5653|0.0357306|1.9363|0.293495|18.4263
-0.5586|0.0231044|1.6403|0.302085|18.5562
-0.5389|-0.0179001|1.0139|0.32736|18.7647
-0.524|-0.00758702|1.0139|0.345745|18.9077
-0.5086|-0.0123243|-0.0112|0.36502|19.0721
-0.493|-0.0163218|0.2467|0.38453|19.2507
-0.4808|-0.00922891|0.1282|0.39961|19.3999
-0.4645|-0.0244465|0.0283|0.42019|19.6121
-0.4474|-0.0306993|0.2056|0.441605|19.8384
-0.4303|-0.0347538|-0.1748|0.46298|20.0823
-0.418|-0.0239301|-0.3311|0.478115|20.2721
-0.4026|-0.0362332|-0.4325|0.49752|20.5552
-0.3877|-0.0383311|-0.1619|0.51612|20.8501
-0.3738|-0.0387606|-0.4695|0.533445|21.1607
-0.3643|-0.0283507|-0.5219|0.5451|21.4076
-0.3531|-0.0355864|-0.5327|0.559185|21.6593
-0.3269|-0.0847192|-0.2724|0.592685|22.0107
-0.287|-0.134459|-0.4533|0.643245|22.3712
-0.2422|-0.161129|-1.6816|0.69949|22.7564
-0.2143|-0.121637|-2.9252|0.73352|23.0651
-0.1888|-0.122136|-3.5919|0.765275|23.5395
-0.1749|-0.0933673|-2.6046|0.78207|24.0515
-0.1719|-0.0632683|-2.6171|0.785275|24.5898
-0.179|-0.0323358|-1.8979|0.775895|25.1424
-0.1895|-0.0191301|-1.1454|0.7626|25.5568
-0.2027|-0.00703508|-0.3721|0.745965|25.9646
-0.2175|0.00249913|-0.0419|0.727385|26.3596
-0.228|-0.00578213|0.2605|0.714475|26.6138
-0.2436|0.0138748|0.4988|0.69472|26.9816
-0.2594|0.0198962|0.2918|0.67496|27.3352
-0.2745|0.0232218|0.7832|0.65612|27.674
-0.2879|0.0232641|0.9337|0.639455|27.9958
-0.3025|0.0318381|1.0169|0.621145|28.4022
-0.3125|0.0227849|1.0179|0.608875|28.7897
-0.3162|0.00706785|1.2323|0.604565|29.0663
-0.3159|-0.00341288|1.006|0.60514|29.4179
-0.3106|-0.0182248|0.613|0.612015|29.7619
-0.3012|-0.0317795|0.351|0.62397|30.1028
-0.2892|-0.0419473|-0.0193|0.6391|30.4462
-0.2798|-0.036774|-0.3582|0.65072|30.7088
-0.2681|-0.046065|-0.6123|0.66546|31.0715
-0.2573|-0.0461403|-0.483|0.678915|31.4432
-0.2294|-0.10193|-0.7153|0.714645|31.8253
-0.1904|-0.14436|-0.7172|0.76395|32.1189
-0.1385|-0.195878|-2.1119|0.82947|32.5344
-0.1017|-0.164421|-3.1727|0.874715|32.986
-0.0888|-0.10109|-4.4606|0.889645|33.4854
-0.1032|-0.0199243|-3.6742|0.87028|34.0408
-0.1417|0.0596676|-2.0909|0.82095|34.619
-0.1815|0.075836|-0.0618|0.771135|35.0395
-0.2376|0.139139|1.928|0.700195|35.5417
-0.2895|0.143833|2.3322|0.63553|35.9952
-0.327|0.115669|3.9148|0.589375|36.3706
-0.3413|0.0558472|4.0322|0.57266|36.6855
-0.3296|-0.0197274|3.3281|0.588585|36.9588
-0.2944|-0.0955001|1.8325|0.63376|37.2133
-0.2572|-0.111699|-0.0569|0.68036|37.406
-0.2048|-0.169644|-1.9512|0.74662|37.6889
-0.1515|-0.187909|-2.3561|0.81329|38.0168
-0.095|-0.213739|-3.8048|0.884075|38.2942
-0.0319|-0.251264|-4.2614|0.96328|38.6182
0.0261|-0.254595|-4.9071|0.964475|39.1171
0.0422|-0.142111|-5.8453|0.946445|39.534
0.0185|-0.023402|-5.9285|0.97806|40.1164
-0.0542|0.136125|-3.1164|0.928615|40.7073
-0.1626|0.269456|-0.1487|0.79133|41.3075
-0.2824|0.338425|3.8395|0.64101|41.8328
-0.3604|0.245793|7.1727|0.5456|42.1089
-0.4127|0.190653|8.897|0.48151|42.2632
-0.4353|0.115366|6.5812|0.454745|42.4312
-0.4028|-0.0478981|5.2027|0.498125|42.5543
-0.2565|-0.410568|3.3205|0.68669|42.6984
-0.0701|-0.579243|-0.7611|0.921695|42.8407
0.1302|-0.679197|-9.8279|0.827235|42.9508
0.2639|-0.53365|-14.0448|0.66344|43.1713
0.2926|-0.24873|-16.5436|0.632815|43.3475
0.1877|0.157095|-12.9049|0.77062|43.562
-0.0374|0.562333|-5.7819|0.941995|43.8414
-0.3356|0.858434|4.3637|0.56559|44.0817
-0.6525|1|14.4947|0.16853|44.2817
-1.0011|1|21.8972|-0.268805|44.0742
-1.1508|0.696242|25|-0.445985|43.6751
-1.2512|0.591689|25|-0.56902|42.0614
-1.2199|0.216168|17.8424|-0.52331|40.2767
-1.0511|-0.217684|15.2286|-0.305435|38.6168
-0.7789|-0.587953|5.8405|0.039985|37.1117
-0.4574|-0.822314|-5.0058|0.444325|35.5085
-0.053|-1|-14.2625|0.95397|33.5579
0.1693|-0.734251|-20.1215|0.77726|33.288
0.4451|-0.968906|-24.5637|0.429835|33.3882
0.6767|-0.916876|-17.9199|0.142545|33.5837
0.7901|-0.621892|-23.7863|0.006705|33.4624
0.8005|-0.338364|-22.4856|-0.001145|32.9816
0.6576|0.13297|-15.111|0.185145|32.7524
0.4167|0.479567|-8.0228|0.49117|32.5014
0.1238|0.71371|3.7606|0.859895|32.2408
-0.178|0.830502|12.4255|0.76241|32.1215
-0.4556|0.847893|18.2791|0.41662|32.2559
-0.676|0.756024|21.1989|0.14398|32.3458
-0.7832|0.473163|21.6337|0.01564|32.2291
-0.8283|0.314879|19.3369|-0.03763|31.9003
-0.7734|0.0199199|12.2654|0.035995|31.6847
-0.6434|-0.228308|8.3083|0.20225|30.2131
-0.4737|-0.389753|0.9343|0.41636|29.7718
-0.3408|-0.325931|-5.2714|0.580645|29.5975
-0.1832|-0.442417|-9.3075|0.77888|29.5482
-0.0848|-0.306018|-7.7119|0.89892|29.7029
0.0223|-0.362893|-10.6241|0.96677|30.0777
0.0856|-0.259487|-7.2141|0.889835|30.5121
0.1311|-0.223701|-8.636|0.83385|31.1591
0.1287|-0.0890206|-6.0508|0.839245|31.7813
0.0975|0.00091365|-5.1562|0.879685|32.2066
0.0051|0.200453|-1.7892|0.998245|32.8917
-0.0923|0.244202|0.4592|0.879755|33.4566
-0.1851|0.259885|5.4477|0.763985|34.0506
-0.2387|0.166838|6.5414|0.698945|34.4563
-0.2722|0.121339|6.9335|0.658075|34.7849
-0.2874|0.0753862|4.6073|0.63999|35.1807
-0.2621|-0.0451337|3.4698|0.67364|35.6232
-0.2247|-0.0897939|2.321|0.720995|35.8736
-0.1777|-0.130474|-0.692|0.780225|36.1277
-0.1272|-0.155245|-1.8085|0.843525|36.4076
-0.0731|-0.181527|-2.8255|0.91133|36.8331
0.0435|-0.392165|-3.4448|0.939795|37.1917
0.1458|-0.383428|-4.1018|0.812635|37.5943
0.2494|-0.41909|-9.3678|0.68307|38.0686
0.287|-0.246189|-9.1494|0.63937|38.4966
0.244|-0.00784024|-10.0409|0.69715|38.7982
0.1231|0.24684|-5.7184|0.85217|39.1122
-0.0029|0.299294|0.2403|0.990075|39.3521
-0.1802|0.497268|6.6073|0.765885|39.685
-0.3374|0.489392|7.9187|0.57039|40.1685
-0.4382|0.362934|12.868|0.44721|40.4147
-0.4565|0.138373|12.6711|0.42846|40.5059
-0.4231|-0.0155787|9.5097|0.472795|40.5785
-0.3476|-0.15556|3.8957|0.569275|40.6508
-0.2435|-0.266625|0.0469|0.70083|40.7217
-0.0842|-0.469392|-3.4527|0.902715|40.8579
0.034|-0.390042|-6.2293|0.95159|41.0166
0.156|-0.43804|-11.2985|0.7989|41.3031
0.2141|-0.277043|-9.3147|0.72947|41.7836
0.1892|-0.0373032|-10.5147|0.764745|42.1591
0.162|-0.0230424|-6.4897|0.79886|42.5315
0.0594|0.219254|-0.4962|0.93088|42.9049
0.0032|0.106177|-0.1397|0.99881|43.3134
-0.0667|0.165923|5.9177|0.91313|43.7327
-0.1156|0.122156|3.0908|0.853055|44.1567
-0.1668|0.144541|4.5844|0.78894|44.6723
-0.1928|0.0822664|3.4902|0.7577|45.1363
-0.1856|-0.0125071|4.0499|0.76836|45.5331
-0.1562|-0.0832397|2.493|0.80622|45.8092
-0.0932|-0.19627|0.1237|0.88665|46.1702
0.0457|-0.451234|-1.6447|0.93593|46.5485
0.1764|-0.468277|-4.4704|0.772965|46.8501
0.2823|-0.431548|-10.8445|0.64183|47.0736
0.344|-0.32721|-11.2706|0.566915|47.2478
0.3396|-0.141449|-10.3524|0.57572|47.4025
0.2292|0.188555|-7.7439|0.71902|47.5525
0.0241|0.516086|-3.0999|0.98013|47.725
-0.1667|0.534198|5.1502|0.782085|47.8365
-0.4225|0.79498|13.3385|0.459085|48.0377
-0.5135|0.361847|13.7913|0.353575|48.1799
-0.4503|-0.0884207|20.3108|0.440285|48.0135
-0.3252|-0.298988|9.4825|0.599755|47.9375
-0.1005|-0.645992|-1.7742|0.88561|47.8851
0.0833|-0.587193|-7.0384|0.886685|47.8639
0.3088|-0.773181|-15.7135|0.602725|47.9204
0.4674|-0.634862|-14.2435|0.40782|48.0913
0.5139|-0.336004|-18.8932|0.3553|48.0379
0.4467|0.00193996|-15.4352|0.444985|47.8408
0.2339|0.473956|-7.9638|0.718265|47.8015
-0.0843|0.866011|0.4848|0.878715|47.7914
-0.3586|0.82692|12.2852|0.538035|47.752
-0.7264|1|22.0866|0.07361|47.7442
-1.049|1|21.1093|-0.32738|47.5105
-1.2794|0.990605|25|-0.61077|46.8715
-1.3667|0.619415|25|-0.71274|45.7045
-1.2503|0.0163524|25|-0.557055|43.7802
-0.9192|-0.683418|15.9217|-0.132445|42.0126
-0.6024|-0.737673|0.8451|0.26284|40.8011
-0.257|-0.92176|-16.6491|0.69602|39.3772
